Country/Region,Region,Year,Population Total,GDP,CO2 Emissions,Energy Usage,Life Expectancy,Infant Mortality Rate
Isle of Man,Europe,01/12/2012,85284,,,,,
Monaco,Europe,01/12/2012,37579,,,,,0.003
Germany,Europe,01/12/2012,80425823,3430000000000,,307381,81,0.003
Hungary,Europe,01/12/2012,9920362,125000000000,,23499,75.5,0.005
Serbia,Europe,01/12/2012,7199077,38110737579,,,75.5,0.006
Bosnia and Herzegovina,Europe,01/12/2012,3833916,16853238733,,,76.5,0.006
Portugal,Europe,01/12/2012,10514844,212000000000,,21949,80.5,0.003
Greece,Europe,01/12/2012,11092771,248000000000,,25991,80.5,0.004
Austria,Europe,01/12/2012,8429991,394000000000,,32896,81,0.003
Italy,Europe,01/12/2012,59539717,2010000000000,,158616,83,0.003
Andorra,Europe,01/12/2012,78360,,,,,0.002
San Marino,Europe,01/12/2012,31247,,,,,0.003
Lithuania,Europe,01/12/2012,2987773,42343559196,,,74,0.005
Latvia,Europe,01/12/2012,2034319,28372577697,,,74,0.008
Romania,Europe,01/12/2012,20076727,169000000000,,,74.5,0.011
Bulgaria,Europe,01/12/2012,7305888,51303659418,,,74.5,0.011
Slovakia,Europe,01/12/2012,5407579,91347809328,,16676,76.5,0.006
Poland,Europe,01/12/2012,38535873,490000000000,,96543,77,0.005
Croatia,Europe,01/12/2012,4267558,56155732957,,,77,0.004
Czech Republic,Europe,01/12/2012,10510785,196000000000,,42823,78,0.003
Denmark,Europe,01/12/2012,5591572,315000000000,,17041,80,0.003
Malta,Europe,01/12/2012,419455,8863076923,,,81,0.005
Liechtenstein,Europe,01/12/2012,36656,,,,82.5,
Spain,Europe,01/12/2012,46761264,1320000000000,,124679,82.5,0.004
Switzerland,Europe,01/12/2012,7996861,631000000000,,25500,83,0.004
Ukraine,Europe,01/12/2012,45593300,177000000000,,,71,0.009
Estonia,Europe,01/12/2012,1325016,22376042498,,5721,77,0.003
North Macedonia,Europe,01/12/2012,2105575,9576482628,,,75,0.007
Slovenia,Europe,01/12/2012,2057159,45379174408,,7143,80,0.002
Belgium,Europe,01/12/2012,11128246,483000000000,,57286,80.5,0.004
Finland,Europe,01/12/2012,5413971,247000000000,,33475,81,0.002
Netherlands,Europe,01/12/2012,16754962,770000000000,,78220,81,0.004
Luxembourg,Europe,01/12/2012,530946,55143457330,,4080,81.5,0.002
Moldova,Europe,01/12/2012,3559519,7284686576,,,69,0.014
Belarus,Europe,01/12/2012,9464000,63615445567,,,72.5,0.004
Montenegro,Europe,01/12/2012,621081,4045813953,,,74.5,0.005
Cyprus,Europe,01/12/2012,1128994,22766912960,,,80,0.003
Norway,Europe,01/12/2012,5018573,500000000000,,29818,82,0.002
Sweden,Europe,01/12/2012,9519374,524000000000,,48877,82,0.002
Russia,Europe,01/12/2012,143178000,2020000000000,,,70.5,0.009
Albania,Europe,01/12/2012,2801681,12344532541,,,77,0.014
France,Europe,01/12/2012,65676758,2610000000000,,251706,82.5,0.004
United Kingdom,Europe,01/12/2012,63695687,2460000000000,,192381,82,0.004
Faeroe Islands,Europe,01/12/2012,49506,,,,82.5,
Iceland,Europe,01/12/2012,320716,13586213061,,6021,83,0.002
Ireland,Europe,01/12/2012,4586897,211000000000,,13350,81,0.003
Turkey,Europe,01/12/2012,73997128,789000000000,,115701,75,0.017
Kosovo,Europe,01/12/2012,1807106,6445460830,,,70.5,
Lebanon,Middle East,01/12/2005,3986865,21287562189,16245,5023,77,0.012
Qatar,Middle East,01/12/2005,821159,44530493222,51881,16638,77.5,0.009
United Arab Emirates,Middle East,01/12/2005,4148883,181000000000,116149,43231,76,0.008
Iran,Middle East,01/12/2005,70152384,192000000000,469328,172442,71.5,0.022
Bahrain,Middle East,01/12/2005,879534,15969151306,19208,7332,75.5,0.009
Kuwait,Middle East,01/12/2005,2296314,80797945205,71547,26399,74,0.01
Israel,Middle East,01/12/2005,6930100,134000000000,60245,18478,80,0.005
Oman,Middle East,01/12/2005,2522325,30905071771,29893,10772,74.5,0.011
Saudi Arabia,Middle East,01/12/2005,24690067,328000000000,397642,145540,74,0.017
Syria,Middle East,01/12/2005,18167367,28858965517,50634,20792,75,0.016
Jordan,Middle East,01/12/2005,5411000,12582876895,21027,6677,72.5,0.02
Iraq,Middle East,01/12/2005,27377045,49954890353,114770,26866,69.5,0.033
Yemen,Middle East,01/12/2005,20139661,16753787028,20044,6589,61.5,0.056
Lebanon,Middle East,01/12/2006,4079823,21796351575,14499,4774,78,0.011
Qatar,Middle East,01/12/2006,967602,60882141103,56736,19606,77.5,0.009
United Arab Emirates,Middle East,01/12/2006,4875639,222000000000,123875,45911,76,0.008
Iran,Middle East,01/12/2006,70976584,223000000000,509889,180242,72,0.021
Bahrain,Middle East,01/12/2006,950951,18505250857,19497,8093,75.5,0.009
Kuwait,Middle East,01/12/2006,2417445,102000000000,73769,25780,74,0.01
Israel,Middle East,01/12/2006,7053700,151000000000,65977,20380,85.5,0.004
Oman,Middle East,01/12/2006,2554905,36803641389,39604,15183,75,0.011
Saudi Arabia,Middle East,01/12/2006,25371936,377000000000,432739,158214,74,0.016
Syria,Middle East,01/12/2006,18804914,33332844575,53590,21630,75,0.015
Jordan,Middle East,01/12/2006,5536000,15056937190,20733,6853,72.5,0.02
Iraq,Middle East,01/12/2006,28064095,65141035028,99544,21503,69,0.033
Yemen,Middle East,01/12/2006,20661714,19081726103,20796,7054,61.5,0.054
Lebanon,Middle East,01/12/2007,4139813,24577114428,14972,4206,78,0.011
Qatar,Middle East,01/12/2007,1152459,79712085615,67242,22790,78,0.008
United Arab Emirates,Middle East,01/12/2007,5797347,258000000000,139405,51975,76,0.008
Bahrain,Middle East,01/12/2007,1032353,21730590263,22398,8962,76,0.009
Iran,Middle East,01/12/2007,71809219,286000000000,539790,190620,72,0.019
Kuwait,Middle East,01/12/2007,2554920,115000000000,75236,26389,74,0.01
Israel,Middle East,01/12/2007,7180100,175000000000,66424,20700,85,0.004
Saudi Arabia,Middle East,01/12/2007,25915624,416000000000,393535,144109,74.5,0.016
Oman,Middle East,01/12/2007,2569739,41901170689,44587,17583,75,0.01
Syria,Middle East,01/12/2007,19561477,40405006007,57429,22803,75,0.015
Jordan,Middle East,01/12/2007,5661000,17110610000,21540,7209,73,0.019
Yemen,Middle East,01/12/2007,21182162,25633674564,21712,7014,62,0.052
Iraq,Middle East,01/12/2007,28740630,88837727881,62834,23696,69,0.032
Lebanon,Middle East,01/12/2008,4186088,28829850746,16656,5426,78.5,0.01
Qatar,Middle East,01/12/2008,1359114,115000000000,67997,23642,78,0.008
United Arab Emirates,Middle East,01/12/2008,6798635,315000000000,158935,58347,76,0.008
Bahrain,Middle East,01/12/2008,1116038,25711147929,24301,9771,76,0.008
Iran,Middle East,01/12/2008,72660887,356000000000,570574,204312,72.5,0.018
Kuwait,Middle East,01/12/2008,2702221,147000000000,79959,28843,74,0.01
Saudi Arabia,Middle East,01/12/2008,26366358,520000000000,418240,154076,74.5,0.016
Oman,Middle East,01/12/2008,2593523,60743823637,41067,18679,75.5,0.01
Israel,Middle East,01/12/2008,7308800,213000000000,70938,22868,81,0.004
Syria,Middle East,01/12/2008,20346056,,67700,23052,75,0.014
Jordan,Middle East,01/12/2008,5786000,21971835256,20763,7069,73.5,0.019
Yemen,Middle East,01/12/2008,21703571,30397203369,22207,7208,62,0.05
Iraq,Middle East,01/12/2008,29429829,132000000000,94444,28806,68.5,0.031
Qatar,Middle East,01/12/2009,1564082,97798348830,66120,24942,78,0.008
Lebanon,Middle East,01/12/2009,4246924,35139635158,20917,6652,79,0.009
United Arab Emirates,Middle East,01/12/2009,7718319,255000000000,162602,60672,76,0.008
Bahrain,Middle East,01/12/2009,1191539,22938464723,24169,9340,76,0.007
Iran,Middle East,01/12/2009,73542954,363000000000,577483,213423,73,0.017
Kuwait,Middle East,01/12/2009,2850102,106000000000,81869,30815,74,0.01
Saudi Arabia,Middle East,01/12/2009,26796375,429000000000,431027,175675,75,0.015
Oman,Middle East,01/12/2009,2663224,48242913263,40264,18279,76,0.01
Israel,Middle East,01/12/2009,7485600,206000000000,67029,21463,81.5,0.004
Syria,Middle East,01/12/2009,21031546,,62112,21233,75,0.014
Jordan,Middle East,01/12/2009,5915000,23818322918,21254,7458,73.5,0.018
Yemen,Middle East,01/12/2009,22229625,27838718233,23058,7764,62.5,0.048
Iraq,Middle East,01/12/2009,30163199,112000000000,106651,32846,68.5,0.031
Qatar,Middle East,01/12/2010,1749713,125000000000,70531,28973,78,0.008
Lebanon,Middle East,01/12/2010,4341092,38009950249,20403,6382,79,0.009
Bahrain,Middle East,01/12/2010,1251513,25713547869,24202,9472,76.5,0.007
United Arab Emirates,Middle East,01/12/2010,8441537,287000000000,167597,63099,77,0.008
Iran,Middle East,01/12/2010,74462314,423000000000,571612,210678,73,0.016
Kuwait,Middle East,01/12/2010,2991580,120000000000,93696,32586,74,0.009
Saudi Arabia,Middle East,01/12/2010,27258387,527000000000,464481,192004,75,0.015
Oman,Middle East,01/12/2010,2802768,58813004375,57202,23158,76,0.01
Israel,Middle East,01/12/2010,7623600,232000000000,70656,23195,82,0.004
Syria,Middle East,01/12/2010,21532647,,61859,21649,75,0.013
Jordan,Middle East,01/12/2010,6046000,26425379367,20821,7105,73.5,0.018
Yemen,Middle East,01/12/2010,22763008,31743751169,21852,8360,62.5,0.046
Iraq,Middle East,01/12/2010,30962380,143000000000,114667,37845,69,0.03
Qatar,Middle East,01/12/2011,1910902,170000000000,,33285,78,0.007
Lebanon,Middle East,01/12/2011,4382790,40078938640,,6349,79.5,0.009
Bahrain,Middle East,01/12/2011,1292764,29044378668,,9506,76.5,0.006
United Arab Emirates,Middle East,01/12/2011,8925096,349000000000,,66108,77,0.007
Iran,Middle East,01/12/2011,75424285,528000000000,,212145,73.5,0.016
Saudi Arabia,Middle East,01/12/2011,27761728,670000000000,,187070,75.5,0.014
Kuwait,Middle East,01/12/2011,3124705,161000000000,,32523,74,0.009
Israel,Middle East,01/12/2011,7765800,258000000000,,23254,82,0.003
Oman,Middle East,01/12/2011,3024774,69971912138,,25276,76.5,0.01
Syria,Middle East,01/12/2011,21961676,,,19986,75,0.013
Jordan,Middle East,01/12/2011,6181000,28840197019,,7064,73.5,0.017
Yemen,Middle East,01/12/2011,23304206,29207296703,,7260,62.5,0.044
Iraq,Middle East,01/12/2011,31760020,191000000000,,40220,69,0.029
Qatar,Middle East,01/12/2012,2050514,190000000000,,,78.5,0.007
Lebanon,Middle East,01/12/2012,4424888,43205095854,,,80,0.008
United Arab Emirates,Middle East,01/12/2012,9205651,384000000000,,,77,0.007
Bahrain,Middle East,01/12/2012,1317827,30362317939,,,76.5,0.006
Iran,Middle East,01/12/2012,76424443,503000000000,,,74,0.015
Saudi Arabia,Middle East,01/12/2012,28287855,734000000000,,,75.5,0.014
Kuwait,Middle East,01/12/2012,3250496,183000000000,,,74,0.009
Oman,Middle East,01/12/2012,3314001,78289467471,,,77,0.01
Israel,Middle East,01/12/2012,7910500,258000000000,,24079,82,0.003
Syria,Middle East,01/12/2012,22399254,,,,75,0.012
Jordan,Middle East,01/12/2012,6318000,31015239496,,,73.5,0.017
Yemen,Middle East,01/12/2012,23852409,31992801303,,,63,0.042
Iraq,Middle East,01/12/2012,32578209,216000000000,,,69.5,0.029
American Samoa,Oceania,01/12/2005,59117,,,,,
Australia,Oceania,01/12/2005,20394800,694000000000,362685,113503,81,0.005
New Zealand,Oceania,01/12/2005,4133900,114000000000,33920,16846,80,0.005
New Caledonia,Oceania,01/12/2005,234393,,2838,,75.5,
French Polynesia,Oceania,01/12/2005,254884,,851,,74.5,
Guam,Oceania,01/12/2005,158401,,,,76.5,
Fiji,Oceania,01/12/2005,822484,3006725015,1364,578,68.5,0.02
Kiribati,Oceania,01/12/2005,90468,106147384,62,8,66.5,0.05
"Micronesia, Fed. Sts.",Oceania,01/12/2005,106198,249845593,117,,68,0.037
Vanuatu,Oceania,01/12/2005,209375,394962552,55,30,69,0.018
Samoa,Oceania,01/12/2005,179928,412220560,158,57,71,0.017
Tonga,Oceania,01/12/2005,100960,264812954,158,57,71.5,0.013
Papua New Guinea,Oceania,01/12/2005,6095959,4901584516,4613,,61,0.056
Marshall Islands,Oceania,01/12/2005,52058,137556823,84,29,,0.033
Solomon Islands,Oceania,01/12/2005,469306,413909879,180,58,65.5,0.029
Australia,Oceania,01/12/2006,20697900,747000000000,371214,115020,81.5,0.005
New Zealand,Oceania,01/12/2006,4184600,110000000000,33553,16965,80,0.005
French Polynesia,Oceania,01/12/2006,257731,,851,,74.5,
New Caledonia,Oceania,01/12/2006,238459,,2780,,76.5,
Guam,Oceania,01/12/2006,158429,,,,77,
American Samoa,Oceania,01/12/2006,58652,,,,,
Fiji,Oceania,01/12/2006,828060,3103099942,1360,559,69,0.02
Kiribati,Oceania,01/12/2006,91953,104668675,70,10,66.5,0.05
"Micronesia, Fed. Sts.",Oceania,01/12/2006,105686,252991205,103,,68,0.036
Vanuatu,Oceania,01/12/2006,214654,437072934,48,31,70,0.017
Samoa,Oceania,01/12/2006,181073,453082900,158,57,71.5,0.016
Tonga,Oceania,01/12/2006,101617,295998379,176,57,71.5,0.013
Papua New Guinea,Oceania,01/12/2006,6245797,5598700444,4595,,61,0.055
Solomon Islands,Oceania,01/12/2006,480745,456735445,180,59,66,0.029
Marshall Islands,Oceania,01/12/2006,52084,143352031,92,30,,0.033
American Samoa,Oceania,01/12/2007,57919,,,,,
Australia,Oceania,01/12/2007,20827600,854000000000,377235,118655,81.5,0.005
New Zealand,Oceania,01/12/2007,4228300,135000000000,33648,17123,80,0.005
New Caledonia,Oceania,01/12/2007,242400,,2945,,76,
French Polynesia,Oceania,01/12/2007,260361,,843,,75,
Guam,Oceania,01/12/2007,158331,,,,77.5,
Fiji,Oceania,01/12/2007,835392,3405050612,1203,524,69,0.02
Kiribati,Oceania,01/12/2007,93401,123005090,51,11,67,0.05
"Micronesia, Fed. Sts.",Oceania,01/12/2007,105097,255890836,99,,68,0.035
Vanuatu,Oceania,01/12/2007,220001,526425740,95,35,70,0.017
Tonga,Oceania,01/12/2007,102289,301064027,154,58,72,0.013
Samoa,Oceania,01/12/2007,182240,490916835,161,58,71.5,0.016
Papua New Guinea,Oceania,01/12/2007,6397623,6329292929,4903,,61,0.054
Solomon Islands,Oceania,01/12/2007,492148,516209150,198,64,66.5,0.029
Marshall Islands,Oceania,01/12/2007,52150,149739017,99,32,,0.032
American Samoa,Oceania,01/12/2008,57053,,,,,
Marshall Islands,Oceania,01/12/2008,52245,152565763,99,,,0.032
Australia,Oceania,01/12/2008,21249200,1060000000000,387635,122519,81.5,0.004
New Zealand,Oceania,01/12/2008,4268900,130000000000,34264,17412,80,0.005
New Caledonia,Oceania,01/12/2008,243985,,3282,,76.5,
French Polynesia,Oceania,01/12/2008,262877,,869,,75.5,
Guam,Oceania,01/12/2008,158310,,,,77.5,
Fiji,Oceania,01/12/2008,843851,3629936625,1078,,69,0.02
Kiribati,Oceania,01/12/2008,94832,135044456,55,,67,0.049
"Micronesia, Fed. Sts.",Oceania,01/12/2008,104498,261339642,99,,68.5,0.034
Vanuatu,Oceania,01/12/2008,225398,607983815,92,,70,0.017
Tonga,Oceania,01/12/2008,102947,346850176,161,,72,0.012
Samoa,Oceania,01/12/2008,183444,573939144,161,,72,0.016
Papua New Guinea,Oceania,01/12/2008,6550877,8010370370,3476,,62,0.053
Solomon Islands,Oceania,01/12/2008,503541,608292552,198,,66.5,0.028
American Samoa,Oceania,01/12/2009,56245,,,,,
Marshall Islands,Oceania,01/12/2009,52341,151560778,103,,,0.032
New Zealand,Oceania,01/12/2009,4315800,119000000000,32325,17469,81,0.005
Australia,Oceania,01/12/2009,21691700,927000000000,395094,122108,81.5,0.004
New Caledonia,Oceania,01/12/2009,245580,,2849,,76.5,
French Polynesia,Oceania,01/12/2009,265412,,873,,75.5,
Guam,Oceania,01/12/2009,158621,,,,78,
Fiji,Oceania,01/12/2009,852479,2925499821,847,,69,0.02
Kiribati,Oceania,01/12/2009,96272,127125253,40,,67.5,0.049
"Micronesia, Fed. Sts.",Oceania,01/12/2009,103983,277510923,99,,68.5,0.033
Vanuatu,Oceania,01/12/2009,230833,610075807,117,,71,0.016
Samoa,Oceania,01/12/2009,184704,501065927,161,,72,0.016
Tonga,Oceania,01/12/2009,103557,318522296,172,,72,0.012
Papua New Guinea,Oceania,01/12/2009,6704829,7914594203,3333,,62,0.052
Solomon Islands,Oceania,01/12/2009,514964,597765363,198,,67,0.028
Marshall Islands,Oceania,01/12/2010,52428,163200000,103,,,0.032
Australia,Oceania,01/12/2010,22031800,1140000000000,373081,122512,82,0.004
New Zealand,Oceania,01/12/2010,4367800,143000000000,31551,18287,81,0.005
French Polynesia,Oceania,01/12/2010,268065,,884,,75.5,
New Caledonia,Oceania,01/12/2010,250000,,3920,,76,
Guam,Oceania,01/12/2010,159440,,,,78,
American Samoa,Oceania,01/12/2010,55636,,,,,
Fiji,Oceania,01/12/2010,860559,3225095136,1291,,69,0.02
Kiribati,Oceania,01/12/2010,97743,150431114,62,,68,0.048
"Micronesia, Fed. Sts.",Oceania,01/12/2010,103619,294117230,103,,68.5,0.033
Vanuatu,Oceania,01/12/2010,236299,700804286,117,,71,0.016
Tonga,Oceania,01/12/2010,104098,369212477,158,,72,0.012
Samoa,Oceania,01/12/2010,186029,572971727,161,,72.5,0.016
Papua New Guinea,Oceania,01/12/2010,6858945,9480047959,3135,,62,0.051
Solomon Islands,Oceania,01/12/2010,526447,681587105,202,,67,0.027
American Samoa,Oceania,01/12/2011,55274,,,,,
Marshall Islands,Oceania,01/12/2011,52495,170700000,,,,0.032
New Zealand,Oceania,01/12/2011,4405200,164000000000,,18167,81,0.005
Australia,Oceania,01/12/2011,22340000,1390000000000,,122888,82,0.004
New Caledonia,Oceania,01/12/2011,254000,,,,76,
French Polynesia,Oceania,01/12/2011,270874,,,,76,
Guam,Oceania,01/12/2011,160858,,,,78.5,
Fiji,Oceania,01/12/2011,867921,3753485389,,,70,0.02
Kiribati,Oceania,01/12/2011,99250,172253739,,,68,0.047
"Micronesia, Fed. Sts.",Oceania,01/12/2011,103424,310287519,,,69,0.032
Vanuatu,Oceania,01/12/2011,241778,785745262,,,71,0.015
Tonga,Oceania,01/12/2011,104554,423038017,,,72,0.011
Samoa,Oceania,01/12/2011,187429,631791993,,,73,0.016
Papua New Guinea,Oceania,01/12/2011,7012977,12393604089,,,62,0.05
Solomon Islands,Oceania,01/12/2011,537997,868574141,,,67.5,0.026
American Samoa,Oceania,01/12/2012,55128,,,,,
Marshall Islands,Oceania,01/12/2012,52555,173000000,,,,0.031
New Zealand,Oceania,01/12/2012,4433000,171000000000,,18566,81,0.005
Australia,Oceania,01/12/2012,22723900,1530000000000,,133681,82,0.004
New Caledonia,Oceania,01/12/2012,258000,,,,76,
French Polynesia,Oceania,01/12/2012,273814,,,,76,
Guam,Oceania,01/12/2012,162810,,,,78.5,
Fiji,Oceania,01/12/2012,874742,4035420973,,,70,0.02
Kiribati,Oceania,01/12/2012,100786,174984469,,,68.5,0.046
"Micronesia, Fed. Sts.",Oceania,01/12/2012,103395,326160961,,,69,0.031
Tonga,Oceania,01/12/2012,104941,471575497,,,72.5,0.011
Vanuatu,Oceania,01/12/2012,247262,786938335,,,71,0.015
Samoa,Oceania,01/12/2012,188889,684273267,,,73,0.016
Papua New Guinea,Oceania,01/12/2012,7167010,15653921367,,,62,0.048
Solomon Islands,Oceania,01/12/2012,549598,999972421,,,67.5,0.026
Cayman Islands,The Americas,01/12/2004,47299,,499,,,
Curacao,The Americas,01/12/2004,133363,,,,,
Sint Maarten (Dutch part),The Americas,01/12/2004,35318,,,,,
Turks and Caicos Islands,The Americas,01/12/2004,25025,,103,,,
St. Kitts and Nevis,The Americas,01/12/2004,48421,497548517,227,76,,0.011
Dominica,The Americas,01/12/2004,70325,366976849,110,39,,0.013
Canada,The Americas,01/12/2004,31995000,1020000000000,552349,267619,80.5,0.005
Cuba,The Americas,01/12/2004,11273363,38202800000,25005,11312,78,0.006
Puerto Rico,The Americas,01/12/2004,3826878,80322313000,,,78,
United States,The Americas,01/12/2004,292805298,12300000000000,5790765,2307819,77.5,0.007
Trinidad and Tobago,The Americas,01/12/2004,1290379,12884712296,30993,14115,69,0.024
Chile,The Americas,01/12/2004,16168241,101000000000,60047,27514,78,0.008
Greenland,The Americas,01/12/2004,56911,1644951892,583,,69,
Uruguay,The Americas,01/12/2004,3323822,13686333822,5611,2869,75.5,0.013
Jamaica,The Americas,01/12/2004,2634145,10173234921,10715,3769,71,0.018
St. Martin (French part),The Americas,01/12/2004,27514,,,,78,
St. Vincent and the Grenadines,The Americas,01/12/2004,108562,522544702,194,66,71,0.019
St. Lucia,The Americas,01/12/2004,163460,858255380,356,120,73,0.015
Costa Rica,The Americas,01/12/2004,4246336,18596365927,6931,3880,78.5,0.009
Grenada,The Americas,01/12/2004,102655,600014341,205,74,71.5,0.013
Suriname,The Americas,01/12/2004,493394,1484092538,2292,664,68.5,0.027
El Salvador,The Americas,01/12/2004,6050297,15798300000,6366,4382,70.5,0.021
Guyana,The Americas,01/12/2004,756939,785918770,1628,479,64.5,0.036
Colombia,The Americas,01/12/2004,42527623,117000000000,55071,26001,72,0.019
Peru,The Americas,01/12/2004,27403845,65702520516,31896,12875,72,0.023
Venezuela,The Americas,01/12/2004,26261326,112000000000,168268,56441,73,0.016
Mexico,The Americas,01/12/2004,109381550,770000000000,410744,159324,75.5,0.017
Panama,The Americas,01/12/2004,3303335,14179300000,5805,2613,76,0.02
Dominican Republic,The Americas,01/12/2004,9207389,22163928097,18786,6528,71.5,0.03
Ecuador,The Americas,01/12/2004,13529091,36591661000,28658,10278,74.5,0.025
Paraguay,The Americas,01/12/2004,5793330,8033877360,4089,4002,71,0.025
Nicaragua,The Americas,01/12/2004,5386299,5795568203,4426,2821,72,0.027
Haiti,The Americas,01/12/2004,9129933,3660483886,1988,2288,59,0.067
Honduras,The Americas,01/12/2004,6762426,8772197585,7367,3853,71.5,0.027
Guatemala,The Americas,01/12/2004,12367800,23965280312,11621,7785,69.5,0.035
Cayman Islands,The Americas,01/12/2005,48623,,513,,,
Curacao,The Americas,01/12/2005,136708,,,,,
Sint Maarten (Dutch part),The Americas,01/12/2005,36936,,,,,
Turks and Caicos Islands,The Americas,01/12/2005,26450,,121,,,
Dominica,The Americas,01/12/2005,70542,361615918,114,41,,0.012
St. Kitts and Nevis,The Americas,01/12/2005,49139,536410666,235,79,,0.011
Cuba,The Americas,01/12/2005,11292078,42644200000,26006,10758,78,0.005
Canada,The Americas,01/12/2005,32312000,1160000000000,563072,272206,80.5,0.005
Aruba,The Americas,01/12/2005,100031,2331005587,2274,,74.5,
Barbados,The Americas,01/12/2005,273568,3891500000,1353,390,74,0.015
Puerto Rico,The Americas,01/12/2005,3821362,83914521341,,,78,
Bermuda,The Americas,01/12/2005,64154,4868136000,444,,78.5,
United States,The Americas,01/12/2005,295516599,13100000000000,5826394,2318861,77.5,0.007
Trinidad and Tobago,The Americas,01/12/2005,1296933,16088526686,28581,16880,69,0.024
"Bahamas, The",The Americas,01/12/2005,329088,7706222000,1599,696,74,0.013
Uruguay,The Americas,01/12/2005,3325155,17362872710,5776,2957,75.5,0.012
Chile,The Americas,01/12/2005,16337749,124000000000,61730,28352,78,0.008
Greenland,The Americas,01/12/2005,56935,1702543477,609,,69.5,
St. Lucia,The Americas,01/12/2005,165407,908558307,367,123,73,0.015
Costa Rica,The Americas,01/12/2005,4320130,19964893807,7088,3865,78.5,0.009
Brazil,The Americas,01/12/2005,186142403,882000000000,347309,215332,72,0.02
Jamaica,The Americas,01/12/2005,2643601,11075778481,10645,3717,71.5,0.018
St. Vincent and the Grenadines,The Americas,01/12/2005,108749,551431645,198,67,71.5,0.019
Argentina,The Americas,01/12/2005,38647854,223000000000,160952,66973,75,0.015
St. Martin (French part),The Americas,01/12/2005,27906,,,,78,
Grenada,The Americas,01/12/2005,102951,700431791,216,79,71.5,0.013
Antigua and Barbuda,The Americas,01/12/2005,82565,1001970945,411,137,74.5,0.011
Suriname,The Americas,01/12/2005,499523,1793557833,2380,696,69,0.026
El Salvador,The Americas,01/12/2005,6072538,17093800000,6454,4509,70.5,0.02
Colombia,The Americas,01/12/2005,43184026,147000000000,60946,27085,72.5,0.018
Guyana,The Americas,01/12/2005,760834,824880550,1434,495,65,0.036
Peru,The Americas,01/12/2005,27723281,74147754854,37136,13646,72.5,0.022
Venezuela,The Americas,01/12/2005,26725897,146000000000,181630,66558,73,0.016
Mexico,The Americas,01/12/2005,110731826,866000000000,435046,170263,75.5,0.017
Panama,The Americas,01/12/2005,3365929,15464700000,6839,2884,76,0.019
Dominican Republic,The Americas,01/12/2005,9343362,33969724872,19651,6840,72,0.029
Ecuador,The Americas,01/12/2005,13777131,41507085000,29908,11048,75,0.024
Nicaragua,The Americas,01/12/2005,5455219,6322582497,4320,2836,72,0.026
Paraguay,The Americas,01/12/2005,5904170,8734651406,3832,3954,71,0.024
Belize,The Americas,01/12/2005,271920,1114200000,396,161,72,0.018
Haiti,The Americas,01/12/2005,9260879,4154289832,2076,2585,59.5,0.066
Bolivia,The Americas,01/12/2005,9354709,9549196256,12325,5183,65,0.044
Honduras,The Americas,01/12/2005,6898825,9672006169,7554,3997,71.5,0.026
Guatemala,The Americas,01/12/2005,12678919,27211230374,12453,7855,69.5,0.033
Cayman Islands,The Americas,01/12/2006,50026,,517,,,
Sint Maarten (Dutch part),The Americas,01/12/2006,38272,,,,,
Turks and Caicos Islands,The Americas,01/12/2006,27642,,143,,,
St. Kitts and Nevis,The Americas,01/12/2006,49823,629511778,235,79,,0.01
Cuba,The Americas,01/12/2006,11301100,52742100000,27407,10847,78,0.005
Canada,The Americas,01/12/2006,32570505,1310000000000,550233,268302,80.5,0.005
Aruba,The Americas,01/12/2006,100830,2421474860,2274,,74.5,
Puerto Rico,The Americas,01/12/2006,3805214,87276164365,,,78.5,
Barbados,The Americas,01/12/2006,274923,4314050000,1371,398,74.5,0.014
Bermuda,The Americas,01/12/2006,64523,5414299000,521,,79,
Curacao,The Americas,01/12/2006,140217,,,,75,
United States,The Americas,01/12/2006,298379912,13900000000000,5737616,2296686,77.5,0.007
Dominica,The Americas,01/12/2006,70690,382299140,110,42,,0.012
Trinidad and Tobago,The Americas,01/12/2006,1303478,18460905284,32152,19585,69.5,0.023
Greenland,The Americas,01/12/2006,56774,1738432116,627,,69.5,
"Bahamas, The",The Americas,01/12/2006,335622,7965588000,1522,706,74,0.012
Uruguay,The Americas,01/12/2006,3330217,19579479147,6648,3183,76,0.012
Chile,The Americas,01/12/2006,16504530,155000000000,64393,29507,78,0.008
Jamaica,The Americas,01/12/2006,2653042,11903020644,12020,4176,72,0.018
Brazil,The Americas,01/12/2006,188134315,1090000000000,347668,222818,72,0.019
St. Lucia,The Americas,01/12/2006,167658,1018069267,367,119,73.5,0.015
Costa Rica,The Americas,01/12/2006,4392493,22526464409,7437,4182,78.5,0.009
St. Vincent and the Grenadines,The Americas,01/12/2006,108908,611040126,202,70,71.5,0.019
Argentina,The Americas,01/12/2006,38988923,264000000000,174238,73128,75,0.015
Antigua and Barbuda,The Americas,01/12/2006,83467,1141418340,425,143,74.5,0.01
St. Martin (French part),The Americas,01/12/2006,28414,,,,78,
Grenada,The Americas,01/12/2006,103260,704762536,231,81,71.5,0.013
Suriname,The Americas,01/12/2006,505186,2626093294,2442,714,69.5,0.025
El Salvador,The Americas,01/12/2006,6096692,18550700000,6846,4735,71,0.019
Colombia,The Americas,01/12/2006,43841370,163000000000,62940,28568,72.5,0.018
Mexico,The Americas,01/12/2006,112116694,967000000000,441796,172307,75.5,0.016
Guyana,The Americas,01/12/2006,765367,1458449058,1291,500,65,0.035
